fips,year,month,target_yield_bu_ac,target_harvested_acres
27998,2013,12,103.9,9500
27998,2013,12,103.9,400
27998,2013,12,103.9,25220
27998,2013,12,115.0,34400
27998,2013,12,115.0,9500
27998,2013,12,115.0,400
27998,2013,12,115.0,25220
27998,2013,12,81.1,34400
27998,2013,12,81.1,9500
27998,2013,12,81.1,400
27998,2013,12,81.1,25220
27998,2014,12,108.0,28700
27998,2014,12,108.0,5790
27998,2014,12,102.7,28700
27998,2014,12,102.7,5790
27998,2015,12,149.5,69400
27998,2015,12,149.5,10070
27998,2015,12,149.5,14540
27998,2015,12,149.9,69400
27998,2015,12,149.9,10070
27998,2015,12,149.9,14540
27998,2015,12,157.4,69400
27998,2015,12,157.4,10070
27998,2015,12,157.4,14540
27998,2016,12,146.2,23900
27998,2016,12,146.2,1710
27998,2016,12,146.2,47400
27998,2016,12,148.5,23900
27998,2016,12,148.5,1710
27998,2016,12,148.5,47400
27998,2016,12,148.9,23900
27998,2016,12,148.9,1710
27998,2016,12,148.9,47400
27998,2017,12,155.2,151400
27998,2017,12,155.2,25950
27998,2017,12,144.0,151400
27998,2017,12,144.0,25950
27998,2018,12,165.5,248990
27998,2018,12,165.5,297000
27998,2018,12,165.5,244200
27998,2018,12,165.5,36700
27998,2018,12,165.5,195500
27998,2018,12,198.6,248990
27998,2018,12,198.6,297000
27998,2018,12,198.6,244200
27998,2018,12,198.6,36700
27998,2018,12,198.6,195500
27998,2018,12,183.6,248990
27998,2018,12,183.6,297000
27998,2018,12,183.6,244200
27998,2018,12,183.6,36700
27998,2018,12,183.6,195500
27998,2018,12,176.8,248990
27998,2018,12,176.8,297000
27998,2018,12,176.8,244200
27998,2018,12,176.8,36700
27998,2018,12,176.8,195500
27998,2018,12,184.3,248990
27998,2018,12,184.3,297000
27998,2018,12,184.3,244200
27998,2018,12,184.3,36700
27998,2018,12,184.3,195500
27998,2019,12,149.4,241500
27998,2019,12,149.4,197500
27998,2019,12,149.4,244800
27998,2019,12,149.4,23900
27998,2019,12,149.4,148700
27998,2019,12,172.6,241500
27998,2019,12,172.6,197500
27998,2019,12,172.6,244800
27998,2019,12,172.6,23900
27998,2019,12,172.6,148700
27998,2019,12,174.9,241500
27998,2019,12,174.9,197500
27998,2019,12,174.9,244800
27998,2019,12,174.9,23900
27998,2019,12,174.9,148700
27998,2019,12,148.9,241500
27998,2019,12,148.9,197500
27998,2019,12,148.9,244800
27998,2019,12,148.9,23900
27998,2019,12,148.9,148700
27998,2019,12,184.3,241500
27998,2019,12,184.3,197500
27998,2019,12,184.3,244800
27998,2019,12,184.3,23900
27998,2019,12,184.3,148700
27998,2020,12,194.8,162620
27998,2021,12,181.1,1037760
27998,2022,12,182.7,699880
27998,2023,12,192.9,1196390
27998,2024,12,169.0,1662660
