year,,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022
month,,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8,2,3,4,5,6,7,8
fips,county_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27001,Aitkin,841.4159608127005,3724.4447807509696,3843.3872328463444,6187.146309095205,7947.4804777966165,8132.655577211984,8000.228561732778,684.9241839832789,673.3691554330211,3892.530320327202,6477.63618569179,7840.1871217526195,8378.164100200556,8274.263259683907,2828.7333074911476,3567.7806137798916,3929.1553592333917,7093.744613798615,8007.3572442934765,8109.647311692773,7850.312767309578,1117.7901009144748,616.0409893265858,3235.5210628625405,6109.564639353286,7514.6065551537995,8185.735156801712,8010.258719533032,811.5871667512795,493.21577177668564,3792.3432281926694,5886.010779937259,7669.249529618351,7930.846492155652,8016.734002736317,2077.4124019681017,3635.8070803808478,3671.4552049525255,6700.888846511401,7735.694731777249,8202.241762410125,7964.055582719916,878.0349597116376,3709.7768751484296,3783.231994683308,6872.27368549044,7954.475226565247,8217.17821658708,8006.5474328150785,931.4127677772088,3745.4476178500404,3950.990489482743,6310.084779898815,7829.131377432407,8174.878612689752,8012.636652306262,1089.7480817105347,724.9814715606825,3613.0308734575974,6415.36946460409,7669.62390562543,8282.918637090888,7955.107229354545,703.5180137604517,1055.5641774153437,3668.4077129604107,5175.674339478146,7333.62549876567,8216.728161222083,8002.344588025698,590.3508732913124,2635.9417713994517,3707.765076765366,6513.548792648089,7598.756586772387,8041.322904482799,8105.4190930532395,738.6723878033858,3567.579444229973,3785.9442920528595,6943.863125558285,7713.233006374146,8085.48437491072,7768.128990839728,681.7517964397035,1017.2820990999778,3709.8695152665628,5754.888644381081,7502.129124900457,8183.271476606168,8154.38747511976
27003,Anoka,301.1165718086006,3238.0985792976508,3962.279885110099,5735.789853640682,7102.178431155223,7342.96341257718,7421.973366650123,264.7722370278989,1863.3171881852343,3639.541664457868,5645.205416307242,7140.696004395123,7765.28208989751,7706.468723343768,2923.7876247572367,3286.411603687662,4173.8677513096245,6128.276181549193,6990.909750702407,7270.718204074167,7309.608998424129,392.55400885770365,624.0099323865206,3051.680551606488,6251.253338505955,6909.491780841731,7452.306535327209,7415.047059560591,341.398758090245,319.07659166373566,3436.1248608453902,5373.985831530151,6682.283347710642,7411.051611302015,7424.948376649985,784.771603302122,3179.4468851052798,3515.225076263965,5876.98253519227,7034.658973605213,7600.734153241166,7539.103605731012,3166.602870801873,3281.594562488259,4002.90806638941,6120.043160821779,7222.009317937583,7560.086051767937,7581.762552830572,3508.4414634969185,3367.041948791107,4142.614371840411,5895.737068861663,7033.779521259939,7350.9660197684,7462.85849120255,560.140901577327,701.1071791733143,3263.186267186504,5634.1711372847685,6920.068037570551,7640.804385960698,7397.111444171896,1000.2756080634991,2622.601302149852,3343.7543818643676,5720.519811761764,7000.935497318115,7553.335498763885,7552.229321985716,371.11340558931704,3177.492482036409,3742.218110099615,5621.712249943382,6863.941916502424,7402.201683831086,7630.884326973595,409.6377594540803,3393.9524777955075,4092.43492865164,5629.323103762361,6805.902401411076,7226.989243529019,7247.77454542827,476.6348100991319,3159.704611499596,3422.526520098511,5255.495896444879,6827.989029074285,7309.893109979134,7257.08011691398
27005,Becker,197.04610421037964,2998.188861745533,3775.3748052212854,5378.273988479147,7420.535024263859,7846.766389057638,7753.665019395294,299.78558616004767,371.4400375985737,3243.613658134463,5242.185600952457,7265.081685702914,8000.574994650306,7904.669874321952,1156.7770345668473,3208.112122883283,3379.964855817075,6271.927221338981,7376.088299203073,7928.045117570943,7631.200858677897,486.4882831181256,203.08575217972628,1896.6574113568358,4556.997503242119,7123.819278388854,7983.486462071823,7783.942200450084,353.91645519263886,567.8643492847222,3183.01010838672,4610.004735007599,6929.071373381989,7720.619482466683,7857.72134042219,1009.1832312944211,2962.4642210359557,3076.3941768166987,5393.894678753358,7223.059739079101,7844.391270036176,7651.7375352396875,841.8577566088316,3069.155337547013,3250.1250554715393,5735.00555864329,7052.037650275817,7968.560783164791,7884.803470615517,850.514871399376,3051.068172189406,3315.3288855570104,5861.378193832277,7323.371550890914,8008.896813599818,8041.434560816189,526.2885561314539,424.9079718168668,3049.9846927271587,5751.515812081808,7418.744255733496,8135.143860503254,7655.174029840454,423.2378684279686,293.58921044430366,3150.2338263658203,4866.390515335994,6750.6788172677625,7941.803553912589,8048.8433153382875,306.7006253024902,756.0872867128243,3239.6923293451237,5728.4245996355,7293.019749304531,8114.361222772269,7970.9472772629115,577.7818277387853,3060.7375934040174,3230.786119692147,5513.072136699104,7210.258099562978,7962.929794213146,7526.194961101704,315.01829376004406,970.2693970871873,3043.518434503371,5228.32003380712,6902.645199001005,7837.7237215694895,7995.747307565808
27007,Beltrami,621.1783444786856,3173.6683272991568,3499.6429152315754,4937.823181888487,6834.15882521509,7386.844889603728,7073.611664448716,697.2945675764215,728.6924741018166,3455.8150651009423,5043.194179271522,6564.704138251656,6991.058352060806,7143.995327791479,1966.4312208442777,3421.5055445146045,3461.251484809181,6001.905211585851,6890.7371724991235,7204.617711946646,7475.431055656039,860.209621534782,585.0104720296293,2216.4159611639516,4333.561521178386,6063.4073534376585,7278.882370908686,7270.816808463438,901.5266033258129,585.8749938882117,3284.712294589864,4402.809533724593,6389.2209683401015,6920.691897222583,7007.712964699895,1370.298107590759,3304.2295813882342,3282.571402484965,4983.699305667581,6395.704445159902,7008.726811966944,7038.4043787667815,898.5427720411051,3271.541700357728,3372.3975862177963,5177.120517908003,6363.030296320229,7016.588984298871,7527.583665102202,938.5383695578051,3164.439173985577,3451.421122340537,5406.817651317522,6626.855078580706,6895.611408309161,6932.658366219807,836.8830042391698,788.8957709750755,3231.987714224419,5387.958580867698,6299.083048262215,6928.14806517792,7145.454294559022,950.9715970643459,651.1383479378745,3447.2035885760265,4855.856056158609,6254.639804339653,7082.563746282549,6851.502501426092,720.9002429747693,673.0384113009046,3413.7695435034584,5543.517866212537,6596.279149571672,7000.458042938106,6864.3156686176635,1483.0210411826451,3305.6024796398406,3459.4550207301877,5273.878315534773,6280.536503916288,6629.78461730387,6410.012954022273,800.0935358067645,1097.8314340500615,3201.564418249222,4860.193771464021,6675.872879133105,6999.862987631145,7095.629970709277
27009,Benton,70.0249811433826,2972.2819270946347,3728.8426118223233,5144.195729105319,6864.3331860967355,7838.17087711685,7999.115350836405,47.57522240476117,2234.114025706994,3198.677458851245,5339.361853321348,6537.470575927592,7491.562983685153,8092.8783954826795,2327.4863715735205,3117.13154427947,3729.07144333199,5400.965102342354,6673.91832243266,7891.176792411896,7917.8134176456615,5.951135530000104,-1.426278375334508,2730.4248860853677,4294.88819317442,6449.544269138173,7277.114668898461,7511.457673351723,57.697010322060706,112.05399708626513,3278.563792194911,4532.020447805916,6349.3167110959575,7310.56073380656,7696.497251583438,2505.8276117706623,2853.1421194837935,2995.423178657409,5217.269595383488,6359.275665664427,7822.153753758409,8126.910312244922,2619.808840395524,2846.314040172344,3476.4873660663557,5294.991103809555,6821.973833214511,7934.587058161045,8183.261957161897,3280.5475057603107,3004.5254435179727,3229.1109647355433,4917.362158126943,6446.555596024096,7494.859624107542,8169.602218364798,481.81562877778106,333.1190963289008,2927.392261554199,4415.919510657865,6734.195633530685,8110.315533203142,8070.711049461165,208.98947645764238,2627.4342291518137,2901.059065125073,4386.388513478607,6220.4471368938775,7396.511399212673,7907.074083258429,69.96092030625215,3011.441485074859,3224.568937726667,4889.151062170012,6312.934363472925,7773.2123151793185,8256.282156990383,189.74791027349846,3065.3661051011027,3436.5892486283738,5061.968827170061,6793.29749542792,7841.157840219871,7362.055689015634,97.589935732515,2876.332491243297,3087.1291497473726,5145.676678755566,6107.08139600963,7516.212397838466,7876.465386483166
27011,Big Stone,-270.04329936511874,2036.237055683617,2604.533654818239,3598.796443446979,5682.029218731063,7265.6787617777,7835.3181992802265,-238.76335880949568,-75.84006025314439,2509.511189291933,3464.2664240365702,5150.76878765823,7247.26073840433,7712.982947147098,1965.212940272562,2221.378399854431,2651.787619798627,3971.550351813671,6789.886786768596,7894.849377249409,7552.212461078112,-11.62476444660119,-106.11331634922593,2127.0174430830257,2960.987983743792,4919.952258481963,7536.171321120976,8008.079329936543,497.69762626875485,1779.5215010716222,2245.4867726151574,2887.0421266529283,5560.421298879876,7179.176693355998,8118.7385802095005,1429.1213393182134,2224.111251971376,2313.4160924420767,3457.98310485666,6500.949741194576,7539.487043552129,7938.727303975119,1886.6975029317875,2230.321256419596,2502.451316268359,3920.914303045021,6038.313660075238,7390.26762909946,8108.694120263692,2144.0811011363244,2289.297041934579,2648.753675846181,3399.8897670751044,5947.848048849548,7165.70192082173,8208.581756237636,1995.9198168142723,104.69758987423714,2232.4443527841854,3443.1335173278458,6735.2204880909285,7931.874487443919,8179.040159327135,-144.4550568158848,911.6883112944345,2313.5255651259727,3148.402531440827,4176.011486513825,7136.779606939247,7961.400319463002,-279.9199805895919,2119.065724453078,2351.448875813831,3262.9637045574113,5729.998936471372,7671.101882405296,8111.325514578056,1434.977154353194,2252.1073557361897,2422.0773120627655,3260.5869303247314,6328.38946985323,7704.204901128258,7991.603123862699,5.990181568199274,2319.474360063091,2446.7543026406324,3190.1044482187,4907.361539083688,6837.795830805957,7921.4459682963625
27013,Blue Earth,-190.7222138515688,2320.859133267763,2886.6317056044263,3735.7836495545284,6936.191816532962,7764.593433553767,8477.914422699714,-177.15956424587378,2392.7526808203406,2851.5500983630836,3843.3148471392324,6219.349838525356,7963.176641327297,8571.00837365462,2210.754946582598,2432.164347363815,3204.0078818392285,4178.596388710427,6607.865232631536,7950.746335548882,8161.741484202221,2003.5363616463615,2282.728483787153,2522.947136952113,3748.3410370197744,6407.821189567845,7758.780621904848,8346.029943881893,216.6310645386891,2154.197169645043,2502.5744219036983,3639.5855602431284,6435.243616349887,7533.8250842909165,8300.01424558931,2056.846208188588,2491.8780013532055,2726.4381264960607,3824.9332310850104,7621.463192024078,8520.71836887862,8629.983069326081,1376.0290043154687,2684.808041323869,3169.525436521705,4135.72349029732,6469.902076143262,8145.447242138074,8535.600718391632,2436.8403760539973,2731.122410862018,2970.815381597581,3969.329199335914,6565.077145366998,7993.118824589648,8685.866790520771,224.03514632218773,1943.4817886160374,2517.703079958383,3732.5354434014357,7045.013168144007,8045.686756235837,8327.880355244246,-47.61898236856028,2341.6346550753688,2724.0778731400605,3761.2417926529083,6980.841680928375,8121.5862965447905,8499.35425064961,99.20640753017703,2727.509018984647,2742.1813704308106,4064.0291805730103,5895.71849822891,8010.042913025446,8609.518266819825,814.2567489580914,2553.441212424455,3007.46218849323,3694.542796468029,7280.582586607859,8250.788186764768,8449.855909460495,129.75335031470522,2435.690083807623,2522.20520926319,3700.2533730576183,5750.399651180648,7810.446046713945,8535.745570818592
27015,Brown,-254.65463281948746,2401.4645502477524,3022.225773106773,3855.6991467646067,7191.751427497925,8091.478669115074,8418.31902748453,-199.73983993677933,2357.8380599081715,2797.271922258032,3834.432392957503,5793.755068345274,7792.922487347888,8422.371796839312,2156.343084595018,2386.0005380128123,3192.412209539236,3994.9660275780097,6742.403723048656,7923.181758366985,8079.563375263066,829.7184058592247,2204.227208983579,2458.7273280519885,3593.854852963747,6691.658014362303,7945.125928513097,8253.639667243493,221.2033529663912,2203.829931504796,2533.3434885456213,3494.4871309099835,6490.732757571436,7713.653696148006,8379.605684237646,2154.618517166139,2397.9503493555326,2686.961136071378,3776.057897234264,7394.685834034521,8360.108863805151,8532.62633158171,702.750695447707,2660.1535717876686,3142.801256304013,4118.9811448559885,6222.139108944954,7824.308934011415,8389.485901418422,2585.327341105419,2644.881328485931,3002.4122836262436,3805.334929732001,6378.846539342856,7809.111860801101,8639.56413906485,-29.445031848594397,985.8782926824975,2453.9282978862284,3693.599310990812,6888.489200054343,7892.170761737946,8171.116032605344,20.232079322491945,2454.4443527176722,2696.8802277646378,3602.5299549656847,5037.822140020928,7646.980393402028,8393.588552498588,166.78946941353087,2651.182922591424,2698.1720388568756,3903.818811397407,5940.025193111327,8085.128221682454,8593.401807370255,1677.6618951104351,2472.633729698837,2938.9307939128716,3610.5680868440886,7215.459729300181,8189.765867408956,8270.06838054617,223.9502946722622,2523.969643729683,2557.0661050165745,3426.9909455090046,5942.449787529048,7659.718778058258,8445.11640656834
27017,Carlton,1006.6134772839418,4123.2296566361165,4263.148140651276,6171.948532546986,8126.186699021213,8285.43254411222,8352.166944938162,921.869956977707,1381.0425443996753,4124.948483440248,6235.867568713496,7914.2394073176165,8535.25051981277,8575.394870861253,3132.790275907995,3947.6537651691892,4366.7592775800185,7242.405295862096,8260.806576949053,8358.80161237777,8279.74432517762,1286.5728827810212,861.3363763540284,3625.3805269033023,5442.323188200965,7648.887401846407,8465.987738886308,8305.998338755031,953.8164881257514,693.1132545070393,4109.4005253223095,5838.926476435953,7868.275576225636,8328.79192757115,8376.736342338632,1707.4781618749655,4033.3886067580474,4056.1572361770513,6820.577202976107,7956.039080578168,8460.510210608005,8286.791680839746,944.7633594277745,3475.6538502076837,4164.735502733206,7548.341023528108,8360.415433408874,8536.066866606936,8392.696664095547,1256.9659654384388,4212.5695734660685,4372.239086327243,6175.254631603654,8177.581887279675,8549.805001940313,8375.437415260938,1107.5597353506216,866.8933198070221,4037.2377700271613,6698.930535526917,8031.722061860105,8660.829012739,8323.472155282683,942.212886086744,2097.21995865452,4067.6389529006483,5296.059906625326,7830.089093992689,8471.487154396365,8360.907958405398,872.9144788218213,2240.460606815532,4112.690229915343,7031.204363073649,7915.611798073097,8371.41671257946,8540.052653201034,1024.4802531033058,4024.2543704995473,4225.020090643848,7291.069433332213,8136.171873577699,8397.31379204614,8191.48172750312,1017.9547379616629,1094.26825812417,4053.2019017482007,5906.967425465559,7848.165033368618,8564.85200666893,8494.471162368434
